name,minutes,points,reb,asts,stl,blk
Kevin,2947,1268,356,319,167,34
Kenny,2918,1247,693,161,76,166
Lorenzo,5535,757,1596,247,134,350
Louis,4620,2277,422,615,192,28
Maurice,12279,5555,1297,1954,386,45
Marvin,8994,3541,1560,402,239,126
Marcus,2233,861,271,413,55,8
Marcus,39,14,12,3,1,1
Michael,10403,4533,1050,2385,717,95
Milt,95,22,13,12,10,0
Milt,645,236,51,125,25,0
Mike,102,15,23,2,3,7
Monty,7625,2884,1296,544,250,137
Nate,14869,7709,2469,963,543,136
Pete,583,153,147,15,19,23
Ray,18462,10158,2370,3779,1198,208
Reggie,16013,7508,2393,1492,802,407
Rickey,346,147,38,37,20,4
Ron,11478,4797,971,1818,75,4
Rob,3367,1319,330,825,173,17
Sam,672,255,116,64,0,0
Samuel,4528,1628,1146,156,210,297
Scott,12221,3717,3506,431,393,421
Sean,1633,487,398,41,35,133
Shammond,5352,1892,518,765,196,14
Shawne,1688,659,306,83,34,43
Shelden,2797,885,793,75,96,78
Sly,6617,3327,1287,603,328,55
Travis,427,151,111,22,20,6
Vann,295,148,68,15,0,0
Walt,18821,8385,2794,1637,658,406
Ward,0,215,0,82,0,0
Willie,105,23,23,8,0,0
Bill,8647,2930,1891,413,209,293
Dedri,508,190,51,66,23,2
Bob,1308,236,210,108,0,0
Bob,1562,616,450,55,0,0
Bobby,1498,792,167,110,52,4
George,5768,2216,2144,307,0,0
Isaiah,386,190,39,72,0,0
Isaiah,322,167,47,41,0,0
Jasper,815,366,187,45,0,0
Jim,44,6,6,8,0,0
Mike,338,108,36,45,15,5
Nikita,54,19,11,3,0,0
Othell,2049,535,212,424,119,16
Rick,648,194,79,83,34,9
Ricky,420,125,27,69,23,3
Steve,297,148,52,35,0,0
Thomas,143,17,16,12,2,0
Trevor,1609,591,353,99,50,14
Kennard,1028,417,131,46,28,25
Tony,193,36,47,32,0,0
John,68,27,26,2,0,0
Lee,7383,2959,828,1003,68,41
David,13238,4166,1420,1376,597,123
Donton,1146,423,275,76,39,15
Harthorne,2814,1023,745,128,74,57
Marv,14,8,4,2,0,0
Marv,155,40,16,12,0,0
Rickie,45,7,7,2,1,0
Brian,19938,10537,1688,2674,792,190
Trevor,5,0,3,0,0,0
Voise,17,6,3,0,1,0
Skip,10,4,3,1,0,0
Willie,17025,9110,4322,1452,197,59
Willie,1413,617,256,142,60,18
Luke,1098,372,357,60,13,45
Greg,523,212,117,15,0,0
Randy,11594,4034,760,1201,257,65
Garry,493,132,62,38,17,4
Dave,8142,2553,558,1397,219,18
Joe,9636,2485,1933,596,257,129
Ruben,329,80,47,4,6,18
Al,9939,4902,1262,742,310,159
Bob,0,7,0,1,0,0
David,5551,1602,1004,291,164,76
Howard,342,144,65,9,8,6
Leon,4531,1742,316,867,127,4
Loren,2427,555,683,74,55,128
Mike,20021,10981,1838,1822,952,275
Qyntel,2062,691,385,105,71,28
Randy,1093,356,93,257,85,4
Tommy,184,42,55,4,0,0
Bob,234,84,69,6,0,0
Orlando,24041,13623,3696,1609,553,569
Haywoode,7202,1967,819,1410,354,21
Mark,1181,386,230,44,0,0
Tom,181,109,52,5,0,0
Tom,1130,665,273,70,0,1
Willie,460,145,35,39,0,0
James,30001,16320,4708,2791,1041,624
Sam,967,239,116,118,57,6
Antoine,4309,1178,494,227,108,61
Brad,145,54,54,1,3,6
Bracey,327,129,39,20,10,1
Brandan,1061,470,255,29,28,59
Dorell,2630,823,543,168,79,87
Howie,616,237,80,63,0,0
Howard,174,62,47,3,4,5
Joby,931,303,218,36,0,0
Joby,336,133,73,2,5,5
Julian,1410,458,267,83,64,31
Larry,6834,2824,550,1165,283,58
Leroy,426,65,138,15,0,0
Lonnie,8707,3590,913,641,0,0
Lorenzen,18540,6191,4943,622,471,572
Luther,92,19,10,0,1,2
Sharone,4531,1974,1023,118,82,202
Dennis,1684,684,323,128,22,5
A.j.,39,12,3,8,1,0
Vincent,1381,404,162,130,57,33
George,15767,9063,4220,815,0,0
Barry,144,69,40,7,0,0
Wayne,263,72,94,16,0,0
Charlie,1227,545,201,81,0,0
Rich,70,33,27,3,1,2
Danny,9536,2622,709,1674,507,37
Korleone,15,13,4,1,0,0
Michael,472,223,88,24,25,3
Nick,2994,1453,265,158,74,27
Perry,72,13,8,7,5,1
Thaddeus,4136,1755,691,144,173,31
Tim,137,54,35,5,2,1
Sun,28,6,0,2,1,1
Max,6760,7990,864,1093,0,0
Robert,3534,1210,732,217,0,0
Dave,278,90,27,58,0,0
Gary,779,289,102,39,16,0
Hank,0,362,0,31,0,0
Tony,59,14,14,1,4,3
Phil,58,30,13,3,3,1
George,1328,453,286,32,14,12
Derrick,32,4,4,7,0,0
Jim,30,2,8,1,1,3
Bill,398,118,46,73,0,0
Matt,0,273,0,50,0,0
Alaa,3200,1465,846,85,71,69
